time,JM1_p
2020-05-13,4.069090277777778
2020-05-14,4.130263888888889
2020-05-15,4.096847222222222
2020-05-16,4.109430555555556
2020-05-17,4.104590277777778
2020-05-18,4.079347222222222
2020-05-19,4.075965277777778
2020-05-20,4.0234097222222225
2020-05-21,4.052006944444445
2020-05-22,4.111784722222223
2020-05-23,4.078798611111111
2020-05-24,4.110229166666667
2020-05-25,4.1274444444444445
2020-05-26,4.089513888888889
2020-05-27,4.103916666666667
2020-05-28,4.096583333333333
2020-05-29,4.1058819444444445
2020-05-30,4.100069444444444
2020-05-31,4.040527777777777
2020-06-01,4.110305555555556
2020-06-02,4.096215277777778
2020-06-03,4.0888333333333335
2020-06-04,4.070277777777777
2020-06-05,4.055826388888889
2020-06-06,4.082722222222222
2020-06-07,4.052048611111111
2020-06-08,4.075375
2020-06-09,4.094722222222222
2020-06-10,4.061180555555556
2020-06-11,4.0999027777777775
2020-06-12,4.064611111111111
2020-06-13,4.0900625
2020-06-14,4.094548611111111
2020-06-15,4.071673611111111
2020-06-16,4.109548611111111
2020-06-17,4.082597222222222
2020-06-18,4.121472222222223
2020-06-19,4.117222222222223
2020-06-20,4.059638888888889
2020-06-21,4.112173611111111
2020-06-22,4.0805138888888886
2020-06-23,4.090770833333333
2020-06-24,4.106298611111111
2020-06-25,4.0852916666666665
2020-06-26,4.119125
2020-06-27,4.090763888888889
2020-06-28,4.077444444444444
2020-06-29,4.114229166666666
2020-06-30,4.084666666666667
2020-07-01,4.118888888888889
2020-07-02,4.0806875
2020-07-03,4.087368055555555
2020-07-04,4.118173611111112
2020-07-05,4.108965277777778
2020-07-06,4.065486111111111
2020-07-07,4.103208333333333
2020-07-08,4.101340277777778
2020-07-09,4.048298611111111
2020-07-10,4.076597222222222
2020-07-11,4.095868055555556
2020-07-12,4.072298611111111
2020-07-13,4.106055555555556
2020-07-14,4.112222222222223
2020-07-15,4.088895833333334
2020-07-16,4.118270833333333
2020-07-17,4.090381944444444
2020-07-18,4.051583333333333
2020-07-19,4.075951388888889
2020-07-20,4.103881944444445
2020-07-21,4.069701388888888
2020-07-22,4.088743055555556
2020-07-23,4.1190694444444444
2020-07-24,4.085284722222222
2020-07-25,4.109500000000001
2020-07-26,4.0747430555555555
2020-07-27,4.082833333333333
2020-07-28,4.096395833333333
2020-07-29,4.1099375
2020-07-30,4.066833333333333
2020-07-31,4.082541666666667
2020-08-01,4.044631944444445
2020-08-02,4.042791666666667
2020-08-03,4.0743125000000004
2020-08-04,3.9542986111111107
2020-08-05,4.005590277777778
2020-08-06,4.107826388888888
2020-08-07,4.100145833333333
2020-08-08,4.069097222222222
2020-08-09,4.097798611111111
2020-08-10,4.104486111111111
2020-08-11,4.064986111111111
2020-08-12,4.091798611111111
2020-08-13,4.098597222222222
2020-08-14,3.985493055555555
2020-08-15,4.064902777777778
2020-08-16,4.089798611111111
2020-08-17,4.054138888888889
2020-08-18,3.9810069444444443
2020-08-19,4.077243055555555
2020-08-20,4.051069444444445
2020-08-21,4.104673611111111
2020-08-22,4.09225
2020-08-23,4.074340277777778
2020-08-24,4.086104166666667
2020-08-25,4.108777777777778
2020-08-26,4.074027777777777
2020-08-27,4.095569444444444
2020-08-28,4.101145833333333
2020-08-29,4.065979166666667
2020-08-30,4.1132638888888895
2020-08-31,4.108027777777778
2020-09-01,4.083152777777777
2020-09-02,4.126868055555556
2020-09-03,4.1309375
2020-09-04,4.099263888888888
2020-09-05,4.136791666666666
2020-09-06,4.131756944444444
2020-09-07,4.115868055555556
2020-09-08,4.129229166666667
2020-09-09,4.1466666666666665
2020-09-10,4.088597222222222
2020-09-11,4.122
2020-09-12,4.127361111111111
2020-09-13,4.106097222222222
2020-09-14,3.961159722222222
2020-09-15,4.1418888888888885
2020-09-16,4.096173611111111
2020-09-17,4.1335625
2020-09-18,4.134333333333333
2020-09-19,4.099645833333333
2020-09-20,4.1089166666666666
2020-09-21,4.135090277777778
2020-09-22,4.110875
2020-09-23,4.124944444444444
2020-09-24,4.125652777777778
2020-09-25,4.084930555555555
2020-09-26,4.111027777777778
2020-09-27,4.114527777777778
2020-09-28,4.079423611111111
2020-09-29,4.102277777777777
2020-09-30,4.122013888888889
2020-10-01,4.0977847222222215
2020-10-02,4.1126805555555555
2020-10-03,4.124215277777778
2020-10-04,4.107951388888889
2020-10-05,4.075597222222222
2020-10-06,4.080243055555556
2020-10-07,4.066145833333334
2020-10-08,4.1443055555555555
2020-10-09,4.138756944444444
2020-10-10,4.102180555555556
2020-10-11,4.127555555555555
2020-10-12,4.146472222222222
2020-10-13,4.110534722222222
2020-10-14,4.142569444444445
2020-10-15,4.165986111111112
2020-10-16,4.117888888888889
2020-10-17,4.157736111111111
2020-10-18,4.135326388888889
2020-10-19,4.108881944444445
2020-10-20,4.142854166666667
2020-10-21,4.152048611111111
2020-10-22,4.094541666666667
2020-10-23,4.149715277777778
2020-10-24,4.121006944444445
2020-10-25,4.106708333333334
2020-10-26,4.142402777777778
2020-10-27,4.151291666666666
2020-10-28,4.109583333333333
2020-10-29,4.123666666666667
2020-10-30,4.135625
2020-10-31,4.112458333333333
2020-11-01,4.0944722222222225
2020-11-02,4.1063125000000005
2020-11-03,4.155861111111111
2020-11-04,4.138416666666666
2020-11-05,4.125694444444444
2020-11-06,4.140215277777778
2020-11-07,4.080604166666666
2020-11-08,4.1193333333333335
2020-11-09,4.120055555555556
2020-11-10,4.082979166666666
2020-11-11,4.132986111111111
2020-11-12,4.132020833333333
2020-11-13,4.101680555555555
2020-11-14,4.110569444444445
2020-11-15,4.113041666666667
2020-11-16,4.076493055555555
2020-11-17,4.112715277777778
2020-11-18,4.1133194444444445
2020-11-19,4.081965277777778
2020-11-20,4.1062013888888895
2020-11-21,4.124402777777778
2020-11-22,4.112111111111111
2020-11-23,4.092430555555556
2020-11-24,4.151208333333333
2020-11-25,4.137722222222222
2020-11-26,4.101243055555556
2020-11-27,4.120368055555556
2020-11-28,4.119458333333333
2020-11-29,4.102569444444445
2020-11-30,4.139840277777778
2020-12-01,4.093152777777778
2020-12-02,4.158527777777778
2020-12-03,4.138659722222222
2020-12-04,4.1065625
2020-12-05,4.118743055555555
2020-12-06,4.1424513888888885
2020-12-07,4.1265625
2020-12-08,4.1430625
2020-12-09,4.155458333333333
2020-12-10,4.125756944444444
2020-12-11,4.128798611111112
2020-12-12,4.128590277777778
2020-12-13,4.110916666666667
2020-12-14,4.130013888888889
2020-12-15,4.160652777777778
2020-12-16,4.143465277777778
2020-12-17,4.124236111111111
2020-12-18,4.147236111111112
2020-12-19,4.133395833333333
2020-12-20,4.1049375
2020-12-21,4.1206249999999995
2020-12-22,4.153090277777777
2020-12-23,4.103027777777777
2020-12-24,4.106263888888889
2020-12-25,4.124791666666667
2020-12-26,4.110993055555555
2020-12-27,4.083256944444445
2020-12-28,4.113784722222222
2020-12-29,4.114493055555555
2020-12-30,4.099993055555555
2020-12-31,4.108118055555555
2021-01-01,4.09
